text,label
"Some observations from an elderly South Floridian:

First, the recent surge down here --now apparently easing-- is predominantly due to teens and millennials partying.  Closing the bars --obviously a sensible notion -- moved the drinkathons to private residences.

Second, all restaurants are not the same.  Many don't serve alcoholic beverages, ergo they don't attract crowds.  Our occasional recent forays into local favorites have found them virtually empty, otherwise we wouldn't go in.  Easy to maintain social distancing under those circumstances; hard to see how long they can remain in business.

Third, mask usage in stores now seems ubiquitous, a good thing.  I do wish the media would let their readers know a dirty little secret from the contact tracers:  They focus on prolonged exposure --five to fifteen minutes -- at close quarters.  It would help many feel a little more secure about their grocery shopping.",pro-mitigation
Require new ID badges to enter the company premises as of a certain date say 6 months out. That's a lot of lead time. To get the new ID badge you have to show proof of having completed COVID vaccination. This provides all who work at the company with a safer workplace. When the company does this the vaccine hesitaters will jump through hoops to get vaccinated. The new badge gives employees a visual reminder that they work for a company that stands for a safer workplace. End of discussion and we all move on. See: Real ID for drivers licenses and air travel.,pro-mitigation
"Just to add to the experience/approach in Saskatchewan, I think the comments this week of the newly installed Chief Medical Officer of the Province of Ontario are worth noting.

IN my Province we now have about 80% of the adult population with at least one COVID 19 vaccination shot., and close to 40% of the same population fully vaccinated with 2 shot.

The pressure to speed opening up and relaxation of health measures is overwhelming, but public health officials are finally being listened to by politicians  (having gone through a 3rd wave.

The Chief medical Office said ""On average ""delta"" wants to go from one person, to six, to thirty six to two hundred fifteen in a 1 to 5 day cycle. For all these reasons we need to be cautious, we need to be prudent and we need that 21 days [pause between phases of opening up] to understand the impact... We never want to take a step backward. We only want to be moving forward"".

I received by second shot this morning, and with it came a fact sheet that cautioned me to continue with distancing and mask wearing protocols.",pro-mitigation
"two frustrations with the article:

why not talk to companies and employees who work where the flu vaccine is already required? this reads as if we have no experience with this issue.

secondly, you write that employers worry that they will lose employees if they mandate vaccines ... no word about employees who will come back ONLY if the vaccine IS mandated. I think the number of people who will want to work where the vaccine is mandated is high, yet you completely ignored it for this article.",pro-mitigation
"Unvaccinated Americans perpetuate Covid spread and ultimately virus mutations by not shutting down the spread of the disease. The fears of the vaccine can be easily and objectively disproven with scientific medical data. 

This article talks at length about legal exposure to companies mandating vaccinations. But what about the legal and medical risks for not having a mandate? Doesn’t that imply that your organization is not taking reasonably precautions to keep you workforce safe? And realistically isn’t that a far larger problem?

I heard a lawyer speaking a few days ago. He wanted to mandate vaccinations for all his staff at his firm. His HR department said he would have to make accommodations for those who wouldn’t comply. He decided to let those staff work remotely but they would have to have a camera on them at all times during the work day. I’m sure the recalcitrant would hate that. I think it’s a brilliant solution within the acceptable boundaries.",pro-mitigation
"We need to step back and think about why viruses such as influenza and Covid are around in the first place.  It's natures way of strengthening a species, culling the weak and the sick.  There's nothing like a good pandemic to naturally reduce the human carbon footprint upon the earth.  So let the smarter ones take the vaccine and let nature have free rein on those not so inclined to do so.  After all, isn't stronger, faster, smarter what we're all about anyway?",unclear
"I’m vaccinated...but I do understand some people’s arguments (younger, liberal folks included) against immediate vaccination. I’d say a good percentage of current unvaccinated people plan to get a jab eventually but are waiting a bit longer to see if there are any adverse results that haven’t been detected/reported yet. We are at, what, 40 percent vaccinated currently? Maybe in a month or two, when 65 percent is inoculated and just fine, more will be persuaded. Of course, in the meantime that increases the chances of Covid variants developing, putting us ALL back to Square 1...but I can see the concerns of not wanting to be the guinea pig for a fast tracked concoction.",unclear
"There are a number of commenters who are saying that unvaccinated people can still cause vaccinated individuals to become sick with COVID. They really can’t. They may cause them to be infected, mostly asymptotically, and almost never with severe illness. So, while we should be disappointed, even angry, with the unvaccinated for not doing their part to reduce the spread of COVID, we should not fear them as vectors who will cause us (or our elderly, vaccinated parents) to die.  And please don’t invoke variants here. There is mounting evidence that the vaccines approved in the US protect against variants.",pro-mitigation
"If you are vaccinated and basically healthy your odds of ""breakthrough infection"" are low and will almost certainly be totally asymptomatic or so mild as to make no difference. Moreover you are highly unlikely to spread the disease even the new variants. 

Going into a panic and reinstituting mask mandates as LA County is doing undermines credibility and accomplishes nothing.

Far better to just keep people informed and remind those who are very elderly or have compromised immune systems that even if vaccinated a mask is prudent indoors for that particular group. 

Life is not a zero risk game. If my risk = low chance of an infection that I most likely won't even know I have that will do me no harm and is highly unlikely to be passed to others...

I'm not wearing that thing on my face in 100 degree heat. 

Period.",anti-mitigation
"We need to step back and review how much credence we've given the crazies - the anti-vaxxers, the big lie believers... Sane folks need to value what is right and ensure that society at large benefits from what is right. Enough coddling the crazies, just because they exist in great numbers. We need to get back into the driver's seat and put the crazies somewhere safe. We will continue to live in pandemic times unless we all comply with sound public health measures - enforced by whatever legal means we have available.",pro-mitigation
"I am retired physician and immunocompromised .Mask  wearing ,hand washing and respectable distancing is the cheapest and probably the most effective way of prevention.For me it is my religion and for anyone who wants to  spend time with me.

highest price /earnings ratio !!!",pro-mitigation
WHO and CDC have lost a lot of credibility. Should never have said take off masks once vaccinated in the first place. Way too late to put that horse back in the barn.,pro-mitigation
"I’m sitting outside at a NYC restaurant right now - it is a nice night out, people are enjoying the meal, restaurant workers are getting a much needed paycheck. The increases in Covid cases was really due to very crowded indoor *bars* that masqueraded as restaurants, mainly in states that never reduced their COVID cases enough. In states where they reduced COVID cases and have introduced indoor dining, like Maine, it hasn’t been an issue.

At the end of the day, we all need to figure out ways to restart normal activity - schools, work, and yes, restaurants - while implementing precautions (masks, cleaning, testing) and being safe.",pro-mitigation
"""To get federal aid, restaurants were first required to spend 75 percent of that relief on payroll ... But the only way this was useful to businesses, restaurant owners said, was if they were able to reopen and generate revenue in that period, which was nearly impossible.""

So many business owners can't understand the rationale behind the Paycheck Protection Program!  

The money was not provided so you could stay open, it was provided so you could keep your workers on the payroll while you were shut down.",pro-mitigation
"If companies make people return to work, then they must make vaccination mandatory and available. We seem to have lost perspective. We are in a public health emergency. Previously with vaccination refusal, it was a case of religious beliefs, not a political statement.",pro-mitigation
I would like to see the numbers on barber shops and salons in their reopening.  As educated and licensed professionals in my state their practices of infection control was that of trained professionals. I think they may have been unfairly targeted as places the virus spreads.,unclear
"Consumers and companies are ultimately paying for medical costs. The allowance of a multi-million dollar claim for a Covid incident is not good policy by any employer, self insured or not. While a governmental requirement for vaccines would not go over well, the requirement for vaccines by an employer would be understood - get the vaccine or give up your job. Employers need to step up to the plate and make the vaccine a requirement.",pro-mitigation
Not discussed here is how economists estimate that over 80% of small business owned restaurants (many by minority groups) will not survive into next year. That economic hit and its impact on funding our government programs will lead to a public health crisis of its own (think deaths of despair) on top of the existing mental health crisis of our youth from the measures already taken by state and local governments (not just Trump.),unclear
"I think it will still be difficult to force somebody to take a vaccine that is designated ""Emergency Use Authorization"" which means it does not have full approval.

Pfizer and BioNTech asked the Food and Drug Administration Friday for full approval of the companies' Covid-19 vaccine. If approved, it would be the first Covid-19 vaccine in the United States to hold that distinction.

There are no other vaccines that are required that do not have full approval.  To compare one of the Covid vaccines (which is EUA) to any other vaccine (with a BLA) like MMR, polio, pneumonia, flu, etc. is not a valid comparison because they are all fully approved.

For example, there are different evidentiary requirements for licensure of a Biologics License Application (BLA) and issuance of an EUA for a vaccine. Furthermore, an EUA expires upon termination of the relevant emergency declaration, whereas there is no “termination” of a BLA.

Likewise, if there were problems (like with J&J) with a fully approved vaccine there would not just be a week or 2 pause with a recommendation to not use - instead there would be a recall.

I assume once the Covid vaccines are fully approved there will be less resistance.",pro-mitigation
"“But the short-term gains have led to broader losses.”

The American national motto, not just in the time of COVID but in the 21st century. That can go on our tombstone.",unclear
"Expose the antivaxxer crowd as the disruptive ne'er-do-wells they truly are.

Don't let them in the office, in stadiums, stores, schools or restaurants.

Let them enjoy their choices as social pariahs.",pro-mitigation
"We are so concerned with protecting others lives but not the ones in the womb.  

Abortion is a choice and believe it should continue to be. 

Vaccinations should be my choice right...my body.",anti-mitigation
"Should an employer allow an employee at their workplace to fire a gun randomly at various intervals while working throughout the day?  I do not think so.  What is the difference when an unvaccinated  employee comes in and interacts with other employees and customers?  Catching this virus may result in a minor inconvenience for some, lifetime problems for others, and death for others.  Same results as a gun shot wound.",pro-mitigation
"Every day I become angrier and angrier about the anti-vaxxers. Even though I’m vaccinated, the Delta variant could potentially be dangerous for me. When did this country become so crazy? Oh, yeah. Trump (and the internet).",pro-mitigation
"As the current data show, those who are vaccinated are unlikely to be infected and thus become possible spreaders of the Covid19 virus. Being vaccinated is not a matter of personal privacy or any other personal anything. Vaccination is a matter of public health. Those who are not vaccinated should not be permitted to use any public facilities. Get over it anti-vaxxers. Believe whatever cult theories you choose to believe. But keep you potentially lethal exhalations in the privacy of your own home. GET VACCINATED OR STAY HOME.",pro-mitigation
"If you are not vaccinated you are susceptible to getting Covid 19 and infecting other people, including those who have been vaccinated. Why do you have the right to make other people ill, or even die, by spreading an illness that is so virulent and can cause very serious long-term side effects? At the very least, companies/employers should be required to know which employees are vaccinated and which are not, and require workers not vaccinated to wear masks and social distance.  

I fail to see why my right to stay alive should be superseded by your failure to vaccinate. Why is it not an invasion of my privacy to be forced to associate with people who may be spreading the virus and putting me at risk? Why is it an invasion of your privacy to require you do something that will protect yourself and the people around you? Especially since it is increasingly clear that the vaccines are safe and extremely effective, as the is shown by the dropping numbers of cases and reduction of illness and death.",pro-mitigation
"Reading these comments. No one knows the long term effects of the vaccine.... don't dismiss people's concerns. That's part of our problem. I am vaccinated and 100% for them, as their efficacy has been proven. The alternative is a covid-mutating virus that will be here for ever..... so the risks outweigh the fears in my opinion... but you don't convince someone who is afraid by dismissing their concerns. Especially when they are valid.  I also wonder about mandating a vaccine that is only approved for emergency use only... I think it's just a matter of time before full FDA approval but I do think you can't mandate any vaccine that is just for emergency use only, there must me a legal precedent there? Stay safe folks but LISTEN as well",pro-mitigation
"It is all about public health in a pandemic not individual freedom. 

Hey you are free to rob a bank, drive 110 MPH but does a reasonable person?

I am sure healthcare insurance companies are watching and will price the healthcare risks, short term and long term, of not get a vaccine.",unclear
"At my clinic, I’ve had a few folks who work in high risk industries like nursing homes and factories, tell me “I’ll get vaccinated when my employer requires it.” So once the vaccine is past “emergency use authorization,” I hope employers require it. We healthcare workers have been required to get the flu vaccine for years, and flu is a much smaller risk than Covid19. Also, the flu shot is much less effective that the Covid19 vaccine.",pro-mitigation
"I stayed home for a year, never got COVID and am fully vaccinated. I have rights too. I have a right  to not be on a plane with unvaccinated people. I have a right  to not be cared for in a medical facility by unvaccinated people. I do not want to patronize a restaurant where the staff is unvaccinated. I have a right to know. I have a right  to not share office space with the unvaccinated.  I have a right to be safe at work. I do not want my kids to do virtual school so I expect students who want to be on campus to be vaccinated. The kids and young adults who are vaccinated have rights too. Health systems mandate flu shots and should mandate COVID vaccines. If businesses do not mandate there are other ways to incentivize. The unvaccinated can work from home or share their own floor and mask at work. The vaccinated have a right to a full life and vibrant economy.",pro-mitigation
"This is simple-  
Viruses are inherently weak and can not survive on their own.
They need a host to continue to survive.
Each time they hop to a new host they have the opportunity to mutate.
Mutations are unpredictable. 
Viruses can mutate into something stronger and more resistant to vaccines and meds. (Think antibiotics)
Wearing masks is a one very simple way to keep the virus from finding hosts.",pro-mitigation
"No one should eat in a restaurant, ever.  Even without the pandemic.  Junk food, expensive junk food.

Bars should not exist.  No respectable person goes to a bar.  Alcohol is for the family dinner table, in moderation, and for nowhere else.",unclear
"Easy solution. Until the vaccine goes away.

If you get the vaccine you can work in the office.

If you will not get the vaccine you work from home.

Until the virus goes away no other alternative.",pro-mitigation
So much security theater while the most vulnerable still lack non-bankruptcy-inducing health care or government assistance to keep them home if sick.,anti-mitigation
"Avoiding restaurants will fatten your wallet and lighten your weight, instead of the other way around.",unclear
"In Galapagos, ALL expedition cruise ship employees are being vaccinated as I type.  No issue there.   It's good for you, it's good for your family, for your community, and it will be good for business.   PLEASE make them mandatory, otherwise there will be on-going outbreaks, that will force never ending closures.",pro-mitigation
Companies can’t demand inoculation however they can bring them on site and provide time for the employees to receive it. That’s how it works for mammograms and basic flu shots,pro-mitigation
"This article is about where outbreaks have come from, but I don't think the headline that bars and restaurant owners wanted to get back to work is accurate. Bars and restaurant owners have felt compelled to reopen in some capacity due to the lack of support required at the state or federal level (PPP has been problematic and not the financial or legislative fix needed to save bars and restaurants). The effort required to pivot a million times, keep employees safe, and try to meet pre-pandemic expectations from guests has created constant stress, and it's not profitable. And because the take out only scenario is really, really not profitable, we end up with businesses making irresponsible decisions about dine-in. But when the alternative is shutting down, defaulting on one's lease, and risking a lawsuit from the property owner (a real threat), what does one do but keep going? Five months in and few have received the concessions needed from their landlords to feel confident about their businesses making it thru the coming fall and winter.",anti-mitigation
"Requiring everyone in the US to continue to wear masks in indoor public spaces gives significant protection to those who are unvaccinated, those who have only one of two shots of the Pfizer or Moderna vaccine, and the immunocompromised, who may have received the two shots but have limited or no protection from Covid. 

Roughly half of the population of the US is in one of these three categories and remain vulnerable to Covid, the Delta variant in particular.

Not requiring masks encourages the country to return to normal. The problem is that the population as a whole has limited or no protection from Covid. We are in no position to turn the page on Covid.",pro-mitigation
"A lot of self righteous commenters sure that their decision not to attend a restaurant for 6 months is saving the world from calamity. 

Vermont has had restaurants open for dining (both indoors and outdoors) for 3 months and has the best Covid record in the country. Also in that time: less than 5 deaths from Covid in the entire state. 

Seems to me that doesn't support a correlation between dining out and Covid deaths.",anti-mitigation
"It’s the lives of Americans everywhere and of all ages that are at stake here. 
Monetary incentives and reasonable persuasion are the best tools to bring about an increase in vaccination rates. 
But if they prove inadequate, the vaccinations should be required by employers, with medical and religious exemptions permitted.
Any persons, without bona religious or medical reasons, whose politics or inability to care about the lives of others causes them to refuse vaccination should be required to keep their suicide to themselves!",pro-mitigation
"The problem is air.
More exactly: not enough fresh air.
It’s not so much socializing per se.
Its congregating in places that have AC.
The increase in cases in warm states happened when everybody started hunkering indoors under AC.
Thats the red thread that explains much of the southern outbreaks this summer.
AC = lack of fresh air = recirculating peoples breath
It is crucial for us to understand this now before winter causes the same problems in the North.
All these LEED certified buildings will kill us if we don’t.",unclear
"I just don’t think this is a smart strategy. The goal is to get more people vaccinated. If certain people (you know the type of people I’m talking about) hear that they have to keep wearing a mask anyway, many won’t get vaccinated. 

We have less than 40 percent vaccinated in my county. Will they get vaccinated? The vaccines are free and widely available, so I don’t understand what the problem is. Oh wait, yes I do. Ignorance: ignorance is the problem. We have to walk on eggshells to keep from upsetting these people simply because they are too ignorant to get vaccinated. Variants will take root and we’ll still be dealing with a pandemic this time next year. Though I’ve been vaccinated since early May, I’m still too scared to go in large stores because I know that most of the people inside aren’t vaccinated. 

How do you get the Deep South vaccinated? You tell people that college football season will be canceled if they don’t get vaccinated. You go on Fox News and Newsmax and tell these people that variants could emerge that evade the vaccine and upend college football season. I’ve concluded that this is the only way to get through to these knuckleheads.",pro-mitigation
"This is an irresponsible headline.  It gives the impression that if bars and restaurants were to reopen all the former patrons would come storming back in.   Here in San Francisco we have a very few neighborhoods that look like the picture on your story.  In the rest, the outdoor tables sit empty even on Friday or Saturday night.

People are not staying away because the government tells them to.  They are staying away out of fear of the virus.  Demand will not return until the virus is eradicated no matter what the government says.",unclear
"The big picture if you are vaccinated and living in a state/county with a high vaccination rate is that studies show the overwhelming majority of break-through infections (after vaccination) are caused by variants.  The Delta variant will soon mutate into something else.  As long as there is a pool for this opportunistic virus to infect and replicate in, there is a good change of further mutation.  We do not know if future mutant strains will be contained by current vaccines.  I am vaccinated and I am wearing my mask in public indoor spaces.  I might be a few months early, but might as well keep the habit going.  This thing is in no way over. One more thing:  why are we permitting international travel?",pro-mitigation
"I was told getting vaccinated was all I needed to do. 

Welp, I'm done with the masks and the lockdown orders. America isn't a perpetual lockdown/mask mandate machine. America has mentally moved on.

Compromised? Stay home.

Here comes the next rush of Californians into Arizona like when 25% of every license plate was from there after Newsome shut the state down. People escaping to freedom.

Wear your mask. I threw mine away after the vaccine.",unclear
"Stopped eating, and drinking, out, 3 nights or so a week. Lost 5 pounds. Finally learned how to cook the cauliflower instead of buying it, waiting til it rotted and throwing it away. Some nights dinner is grilled cheese or a glass of wine and tortilla chips. Who cares. Have found I don't miss restaurants all that much. Hard for me to understand a country that prioritizes opening restaurants over getting kids safely back to school. Can't stand looking at people eating at restaurants when millions of the country's children can't go to class and are stuck in front of computers all day. That said, restaurant owners and their staff need and deserve substantial government support. If we put them temporarily out of business and force them to stay home from their jobs for the common good, they are owed fair compensation for that. When we are done with this pandemic, I pledge to do my best to gain that 5 pounds back again, happily overeating, ordering craft cocktails and tipping well at our local eateries.",pro-mitigation
"I agree with a lot of the people posting here that people need to take personal responsibility and do what is required for our society to function properly. Lots have  suggested that the non vaxxed should pay higher insurance rates similar to smokers. They should also be denied other civil liberties because of their blantant disregard for others. I believe we should all do our best to insure that this pandemic ends as soon as possible. 
    Before we get to the non vaxxed we should deal with all the people who got us in this mess to begin with.  All the obese and overweight, the out of shape who so selfishly overburdened our hospitals with their lack of social responsibility. These are the people who forced us to change our everyday lives so we could flatten the curve. Follow the science people.

<a href=""https://www.cnn.com/2021/03/04/health/obesity-covid-death-rate-intl/index.html"" target=""_blank"">https://www.cnn.com/2021/03/04/health/obesity-covid-death-rate-intl/index.html</a>",pro-mitigation
"Gee thanks, anti-vaxxers.  Thanks all you ""not an anti-vaxxer but just want to wait"" folks.  

If everyone had gotten their vaccine when it was available to them, this would not be an issue now.",pro-mitigation
"It's really easy to fall into the trope of, ""If you're not vaccinated, that's your problem,"" but as much as I'd like to agree with that sentiment, I can't. Those who aren't vaccinated and could be are making life impossible for those who can't be. But another mask mandate isn't going to solve anything. We need vaccine mandates.",pro-mitigation
"This is ridiculous.  This is a sometimes-lethal disease that has closed down the world for over a year.  150 million people in the U.S. have already received the vaccine, the overwhelming number have not had any adverse effects.  The people who are not vaccinating and who don't otherwise have a health or religious reason not to are standing in the way of heard immunity for our country.  They should be ashamed, but they won't be.  They're Trump people.",pro-mitigation
"This whole thing is so stupid. Stop already with these dehumanizing masks, they don’t work and they steal our humanity.",anti-mitigation
"This is a problem of democracy. 

Sometimes the masses want what’s stupid, dangerous, and selfish.",pro-mitigation
"The employment question is being framed incorrectly. An employer may create whatever conditions of employment the employer desires, short of discriminating against a protected class. Employees or prospective employees then have every right to exercise their “freedom” to choose whether to work there or not.",unclear
"To the commenters who have “done their part” by masking up in the past and have gotten vaccinated, saying Covid is no longer their problem - especially for those who won’t get shots:

Do you think you are any better than all the anti-masksers we have had since the pandemic began?

Yes, it is frustrating that many do want to be vaccinated. But it doesn’t mean I want them to get very ill or die, let alone possibly indirectly play a role in filling up hospitals, thus repeating a cycle we had last year: traumatized and burnt out medical professionals, and those who do need other medical help reluctant to seek the care they need. 

What about those with compromised immune systems who can’t get shots? Or those of age, as the NYTimes covered, who have family preventing them from getting vaccinated? Children who can then spread to adults? There are so many people out there who can suffer, because of the choices you make - not just the choices they make for themselves. 

It’s mental gymnastics. The amount of faith so many politicians and people have put in the CDC is astounding - how many mistakes have they made in the past year? How many times have they flip-flopped and kowtowed because it fits the “thinking” that so many want to hear?

Trump was our President. Surely since he was an “authority,” so many more should have just blindly trusted him?

A lot of us have mostly worn masks for over a year now. A few more months if we act now can’t hurt. I’d like to think it can HELP.",pro-mitigation
"My fear is that someone will sue a company for discrimination against its anti-vaxer emloyees by offering incentives.  If the case should reach SCOTUS, the majority, who seem to be science-ignorant, if not downright anti-science, may side with the plaintiffs.  We shall continue our march toward national suicide-by-ignorance.",unclear
"Requiring the Vaccine should be a given.   The more people we vaccinate, the quicker we can prevent Covid from mutating.  And, the quicker we can bring this pandemic under control. 

There should be no debate on this topic whatsoever.  This is how we conquered polio.  This is how we conquered Small pox.    When I was a kid in the 1950's every summer we worried that we could catch polio.  That was the case until Dr. Jonas Salk invented the polio vaccine and everyone was safe from then on. 

My doctor said to me, ""Even if you have a few side effects, it beats dying.""  

People should stop debating and just get with the program.  
The vaccine has been given to millions of people world wide with little or no side effects. 

I had both Moderna shots.  The shot itself did not hurt. I didn't even get a sore arm.  

Though after the first vaccination, that night there was a full moon.  The hair on my arms, face and head started to grow longer.   My finger nails started to grow  and I began to crouch low and howl at the moon!  The next morning I was perfectly fine.  

Seriously, though, just get the shot, It will save your life, help re-open our economy and protect you and your loved ones from a terrible and fatal disease.",pro-mitigation
"It's irresponsible to ask people to wear masks after they've been vaccinated.  The simple reason is that nobody is going to do it anyway.  People have done what they can do, and they can do no more.  We're not going to wear masks the rest of our lives.  It's time to open up and go back to normal and those who haven't been vaccinated need to bet vaccinated or be at risk.

To 'A' below, get real!  There's a small risk any person could die from the behavior of some dude in the outback that passes some undetectable pathogen that effects only maybe 100 people in the world due to a genetic predisposition.  Should we all cower in our homes and wear HAZMAT suits because there's a small risk?

It's ridiculous.  Somebody needs to put the foot down and shock us back into the reality that all life carries risk.  Everyone is at risk of dying every single day.  That's life.",anti-mitigation
None of us are safe until we are all vaccinated. Why would anyone want to go back to the office if the fool in the next cubicle is the incubator of the next variant that could compromise my vaccination?,pro-mitigation
"One thing that hit me this weekend is that Corona beer is still being ordered with no one wincing or reacting  negatively.

I can only think: It's over a year, and they haven't changed the name of ""Corona"" yet?   Maybe to something less scary like - anything else?

I was recalling the  very popular and tasty diet supplement (which really tasted like delicious candy)  with the name AYDS changing its name in the 1980s.",unclear
"Not sure how the personal privacy fits in the equation. Not being vaccinated is dangerous also for the others...
I guess it’s a matter of personal privacy if one wants to go to the subway dressed in dynamite.",pro-mitigation
"“Mental health” has become the catch-all justification for all kinds of idiotic behavior during the epidemic. I have yet to see any actual scientific study suggesting you need to sit in bar with with 30 other unmasked people to stave off psychological damage, but I suppose “mental health” sounds better than “I’m bored.”",unclear
"“It is a delicate decision balancing employee health and personal privacy.”

No it’s not. I don’t want my employees being sick and I don’t want them getting customers sick. An outbreak could close my business and/or ruin my reputation. You wanna work here, get vaccinated. You don’t want to get vaccinated, ya don’t gotta go home but ya gotta get the heck up outta here, as the saying goes.",pro-mitigation
"“... Dr. Ezekiel Emanuel, vice president for global initiative at the University of Pennsylvania, said the arrival of the variant should prompt a rethinking of mask mandates.

He still wears a mask indoors in public places like grocery stores, and even on crowded city sidewalks. ‘We don’t know the long-term consequences of even a mild infection,’ he said, referring to so-called long Covid. ‘Is a little more insurance from wearing a mask worth it? Yes.’ ...”

Zeke, brother of Rahm, is & always has been prudent in his approach to how an average person should interface with the modern healthcare system in this country. It was right for the authors of this piece to incorporate his words & advice, as quoted, into the bottom-line message of their reporting.

This pandemic is not over! It will not be over until the virus has no accessible reservoir of humanity left to infect; that is, when we reach the point of true “herd immunity” by the #’s. This concept is a matter of fact not wishful thinking. CDC recommendations a few months ago vis a vis unmasking & limited reopening were premature, just as I feared when issued. Factual reality has once again proven a value for continued masking & distancing. 

SARS-CoV-2 prevails as a mutating, immovable object arrayed against human impatience & intransigence as the irresistible force. No contest. This insensate, apolitical virus will never lose against self-serving human frivolity. Vaccinate(!) & mask up until this pandemic is really over!",pro-mitigation
"I hope those that use the takeout option also give generous tips (if they can afford to).  Restaurant owners are hurting and tips for takeout aren’t typically offered in my area,",unclear
"$5? Wow, Target is really pushing the benefits of getting vaccinated for their employees. What’s the next incentive? $3 worth of stamps?",pro-mitigation
Sooner or later we're going to have to admit that we can't quarantine and lockdown ourselves out of this. It simply won't work as evidences by the countries around the world that did very strict lockdowns only to see cases start rising again anyway.,anti-mitigation
"I didn’t stop wearing my mask after being vaccinated. 

I did it to protect those with cancer and transplants and autoimmune diseases. It wasn’t that hard to slap the mask on inside. 

And my resolve to continue to wear masks hardened when I watched my unvaccinated coworker walk into a store that didn’t require masks on the vaccinated. She looked around, saw that others weren’t wearing masks, and promptly pulled hers off her face. I’m sure she’s not alone.",pro-mitigation
"I’ve been wearing a mask at all indoor spaces since mid-March, well before it was recommended or required at least in MA. In general, my wife and I have been living like hermits with the rare social interaction limited and at least 6 feet apart. We went out to dinner a few times beginning in June (outside with good spacing between tables), which seemed like a very low risk.

We don’t want to become ill and we certainly don’t want to contribute to the spread of this pandemic. 

I can’t fathom why anyone would go to a crowded bar, restaurant, or indoor event during these times. How is it that so many people in the US lack any sense of consideration or responsibility for others?

Depressing.",pro-mitigation
"I see people who go to restaurants then sit there for 30-40 minutes texting, talking to fellow diners without masks. They are not eating and maybe but only maybe drinking (a sip every 10 minutes) It seems that tourists also seem entitled to walk to restaurants without masks which is required in our state. Once again this sense of entitlement and lack of a sense of community is not making it any easier to return to ""normal.""",pro-mitigation
"It's like a ""double hit"".  Most fast casual restaurant food is loaded with fat, calories, sugar, salt.   And for the ""dessert"", you now get Covid.     Don't know which will impact Americans more.   We should all use covid to rethink a lot about our economy, healthcare, essential workers, education system, care for the elderly, etc.   Never let a good disaster go to waste!

Looks like much of this went in one ear and out the other...",unclear
"There’s a misperception regarding how to manage a pandemic. Even states that slowly and responsibly reopened following guidelines did not do so expecting zero new cases. The initial lockdown (flattening of the curve) was intended to prevent the breakdown of the health care system. It was intended to be followed by a slow, cautious deliberate reopening where spikes could occur. Italy, Spain, Germany are all experiencing this. The virus cannot be eliminated, it can only be controlled. The health system, except for a handful of places, has not been overburdened and the death rates have continued to drop. This has happened despite Trump and his cronies. The conventional wisdom ignores the dire mental, physical and financial consequences of not reopening.",unclear
"If ""herd immunity"" - the vaccination of a minimum of 80% of the public - has not yet been reached, and if it's true that the more virulent and deadly South African/Brazil SARS-Cov2 strain is starting to spread in parts of the US, why in the world would people en masse ditch their masks?",pro-mitigation
"People have a right to work in safe workplaces and to do business safely with firms which requires vaccinations of all employees.

Vaccines like the Pfizer vaccine is considered to be 90%, not 100% effective in preventing Covid infections, albeit in less severe forms than without the vaccine.  

Even those who may suffer less may have ""Long Covid"" which was reported in the NYTimes last month.

<a href=""https://www.nytimes.com/2021/04/22/health/covid-patients-health-risks-long-term.html"" target=""_blank"">https://www.nytimes.com/2021/04/22/health/covid-patients-health-risks-long-term.html</a>

which refers to this study in Nature:
<a href=""https://www.nature.com/articles/s41586-021-03553-9_reference.pdf"" target=""_blank"">https://www.nature.com/articles/s41586-021-03553-9_reference.pdf</a>


Another study from Univ Washington:
<a href=""https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2776560"" target=""_blank"">https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2776560</a>

Firms need to act responsibly and insist on vaccinations for all of their employees.

I hope there is a list of firms that are committed to workplace and customer safety insisting that all employees become vaccinated.  People shouldn't have to work for a firm even if vaccinated risking a chance of getting Covid and some chance of Long Covid.",pro-mitigation
"Thing is, it's not a ""delicate decision"". It's a health screening. We tell people with colds to stay home, rather than infect the workplace.

I get companies are worried about the push back from the anti-vax contingent, but the lawsuits against employers who don't require vaccinations will be worse.",unclear
"In offices that can accommodate it, put all the non-vaccinated people in one area with walls or barriers, or for bigger companies, on their own floors.  It might change their minds to be near so many other non vaccinated people.",pro-mitigation
"I have not eaten at a restaurant, nor do I plan to until this is behind us. I do, however, order takeout and support restaurants that way.",pro-mitigation
"Restaurants, bars, clubs, theaters, cruises, sports arenas, and schools should be only only to people who have been vaccinated. That would soon solve the problem.",pro-mitigation
"Very clear,
With a respiratory virus,
Outdoors good,
Indoors bad.
End of discussion.

And why this concern about businesses?
This is a health emergency.
A business does not matter!

How much spending do dead people do?",pro-mitigation
"No Jab, no job",pro-mitigation
I went out to dinner last night. It was lovely.,unclear
"""L.G.B.T.Q. police officers will not be allowed to participate as a group in the annual march, and organizers said they will rely on private security for their events.""

And they'll call the cops if there's real trouble, they add.

Is this the organization that cried foul for decades because they were banned from marching in the St. Patrick's Day parade?

I see. 

Well, all sorts of good things are being hijacked by extremists.",unclear
